feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Afrikaans,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Dr,true,O(n log n),O(n),true,87-217-1308
Belarusian,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,true,O(n log n),O(n),true,90-865-0416
Somali,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Dr,true,O(n log n),O(n),false,33-757-1490
Maltese,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Mrs,false,O(n log n),O(n),true,01-104-6927
Mongolian,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Mrs,false,O(n log n),O(n),false,38-078-9547
Tsonga,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Ms,false,O(n log n),O(n),true,27-825-5518
Tok Pisin,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Honorable,false,O(n log n),O(n),true,48-891-8006
Latvian,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mrs,false,O(n log n),O(n),true,19-279-5759
Bosnian,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Ms,true,O(n log n),O(n),false,72-365-8508
Tsonga,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Rev,false,O(n log n),O(n),false,20-513-9800
Swati,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Rev,true,O(n log n),O(n),true,06-742-8929
Pashto,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Dr,false,O(n log n),O(n),false,90-320-9782
Dzongkha,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mr,true,O(n log n),O(n),false,17-863-7114
Estonian,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Dr,true,O(n log n),O(n),true,63-107-4860
Lithuanian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Ms,false,O(n log n),O(n),false,09-765-4721
Czech,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Ms,false,O(n log n),O(n),false,81-245-0423
Bosnian,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Ms,true,O(n log n),O(n),false,10-493-9539
Hungarian,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mr,true,O(n log n),O(n),true,94-972-0546
Oriya,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Honorable,false,O(n log n),O(n),false,45-541-5442
Mongolian,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,false,O(n log n),O(n),true,20-029-6799
Papiamento,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Rev,true,O(n log n),O(n),false,53-108-6972
Dari,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Dr,true,O(n log n),O(n),true,30-442-7608
Korean,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mr,true,O(n log n),O(n),true,21-446-9993
Japanese,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Mrs,false,O(n log n),O(n),false,33-727-1448
Dzongkha,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Ms,true,O(n log n),O(n),true,23-932-0702
Arabic,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Mrs,true,O(n log n),O(n),true,33-409-6584
Pashto,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Dr,false,O(n log n),O(n),true,79-798-6730
Swahili,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mrs,false,O(n log n),O(n),false,82-241-5677
Arabic,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Ms,false,O(n log n),O(n),false,84-742-1182
Tajik,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Mr,true,O(n log n),O(n),true,60-091-3849
Dutch,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Mrs,true,O(n log n),O(n),true,34-125-8857
Nepali,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Mrs,true,O(n log n),O(n),false,18-518-3238
Pashto,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Honorable,false,O(n log n),O(n),true,35-220-4730
Danish,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Rev,false,O(n log n),O(n),false,01-841-9676
Sotho,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Mr,true,O(n log n),O(n),false,99-548-7997
Finnish,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mr,false,O(n log n),O(n),false,24-994-3698
Japanese,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mrs,false,O(n log n),O(n),true,92-188-3348
Japanese,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Mrs,true,O(n log n),O(n),false,89-666-0093
Bulgarian,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Honorable,false,O(n log n),O(n),true,04-749-5393
Hiri Motu,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Mrs,false,O(n log n),O(n),false,39-751-0711
Azeri,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Honorable,true,O(n log n),O(n),true,96-587-4093
Tsonga,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Dr,false,O(n log n),O(n),false,81-841-0077
Tamil,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Ms,true,O(n log n),O(n),false,97-085-0016
Papiamento,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Honorable,false,O(n log n),O(n),false,59-248-2103
Dhivehi,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Ms,true,O(n log n),O(n),true,01-766-0370
German,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Ms,true,O(n log n),O(n),false,35-863-6173
Swedish,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Honorable,true,O(n log n),O(n),false,60-692-2504
Guaraní,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mrs,false,O(n log n),O(n),true,36-187-0178
Māori,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Rev,false,O(n log n),O(n),true,99-228-6931
Swahili,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Mrs,false,O(n log n),O(n),false,60-835-4829
Tetum,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mr,false,O(n log n),O(n),false,49-253-2339
Guaraní,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Dr,false,O(n log n),O(n),false,12-892-6702
Azeri,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Mr,true,O(n log n),O(n),false,26-928-6397
Kazakh,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,false,O(n log n),O(n),true,47-734-8373
Estonian,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Dr,false,O(n log n),O(n),true,37-239-6614
Tamil,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Honorable,false,O(n log n),O(n),false,79-262-9893
Icelandic,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Rev,false,O(n log n),O(n),false,09-327-1023
Somali,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Dr,false,O(n log n),O(n),true,41-202-6003
Croatian,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Honorable,false,O(n log n),O(n),true,71-864-4866
Swati,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Ms,false,O(n log n),O(n),false,89-272-7929
Georgian,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Ms,false,O(n log n),O(n),false,34-880-7972
Tetum,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Ms,true,O(n log n),O(n),true,49-794-7889
New Zealand Sign Language,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Ms,false,O(n log n),O(n),true,95-927-7003
English,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Rev,false,O(n log n),O(n),false,84-049-8443
Tetum,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Mr,false,O(n log n),O(n),true,44-889-2100
Maltese,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Mr,true,O(n log n),O(n),true,46-265-6648
Bosnian,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Mrs,true,O(n log n),O(n),true,55-509-2255
Mongolian,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Mrs,true,O(n log n),O(n),false,05-569-6477
Bengali,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Rev,true,O(n log n),O(n),true,72-569-4413
Malayalam,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Rev,true,O(n log n),O(n),false,32-337-1430
Latvian,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Honorable,true,O(n log n),O(n),false,24-869-4558
Bislama,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Rev,true,O(n log n),O(n),true,45-689-7575
Tajik,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Honorable,false,O(n log n),O(n),true,81-571-4799
Italian,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Ms,false,O(n log n),O(n),true,81-770-0111
Norwegian,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mr,true,O(n log n),O(n),false,94-716-3907
Georgian,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mrs,true,O(n log n),O(n),true,33-645-4669
Telugu,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mrs,true,O(n log n),O(n),true,46-925-0612
Korean,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Mrs,false,O(n log n),O(n),false,27-760-9964
Armenian,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Dr,false,O(n log n),O(n),false,06-296-0575
Norwegian,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mrs,false,O(n log n),O(n),true,89-833-3501
Romanian,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Rev,false,O(n log n),O(n),false,10-296-7899
Burmese,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Honorable,false,O(n log n),O(n),true,47-708-0342
Croatian,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Dr,false,O(n log n),O(n),true,97-103-6757
Kyrgyz,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Ms,true,O(n log n),O(n),true,77-992-3195
Papiamento,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Dr,true,O(n log n),O(n),false,91-895-8419
Macedonian,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,true,O(n log n),O(n),false,81-314-1530
Bulgarian,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Mrs,true,O(n log n),O(n),true,02-817-9447
Fijian,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Dr,true,O(n log n),O(n),true,23-061-4857
Irish Gaelic,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Honorable,true,O(n log n),O(n),true,30-532-6955
Kurdish,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Dr,true,O(n log n),O(n),false,69-124-7793
Tetum,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mr,true,O(n log n),O(n),false,88-686-1820
Ndebele,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Dr,false,O(n log n),O(n),false,34-061-9801
Bislama,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Honorable,true,O(n log n),O(n),true,24-719-2270
Polish,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Ms,true,O(n log n),O(n),false,11-193-5315
Lao,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,false,O(n log n),O(n),true,67-684-4900
Somali,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Ms,true,O(n log n),O(n),true,88-717-6009
Montenegrin,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mr,false,O(n log n),O(n),false,12-133-1654
Japanese,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Honorable,false,O(n log n),O(n),false,80-048-6343
Afrikaans,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Dr,false,O(n log n),O(n),false,58-019-9463
Tsonga,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mrs,false,O(n log n),O(n),true,72-398-9526
Aymara,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Ms,true,O(n log n),O(n),true,07-625-9507
Latvian,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mrs,true,O(n log n),O(n),true,47-116-2582
Montenegrin,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mrs,true,O(n log n),O(n),false,35-768-8486
Haitian Creole,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Ms,false,O(n log n),O(n),false,17-190-6563
Norwegian,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Rev,true,O(n log n),O(n),false,39-156-5538
Kashmiri,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Mrs,false,O(n log n),O(n),false,65-178-4698
English,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Mrs,true,O(n log n),O(n),false,14-152-8038
Dzongkha,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Rev,false,O(n log n),O(n),true,60-024-8408
Kannada,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,false,O(n log n),O(n),false,78-128-7546
Azeri,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Mrs,true,O(n log n),O(n),true,29-327-1263
Chinese,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,false,O(n log n),O(n),true,19-179-1032
Oriya,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Ms,false,O(n log n),O(n),false,47-452-9039
Khmer,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Dr,false,O(n log n),O(n),true,20-198-2820
Filipino,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,false,O(n log n),O(n),false,61-867-4442
Arabic,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mr,true,O(n log n),O(n),false,04-610-9637
Greek,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mrs,false,O(n log n),O(n),true,81-420-9208
Sotho,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,true,O(n log n),O(n),false,16-166-0795
Tamil,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mrs,true,O(n log n),O(n),true,40-242-0689
Bosnian,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Rev,false,O(n log n),O(n),false,55-498-4503
Azeri,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Honorable,true,O(n log n),O(n),false,77-472-6527
Indonesian,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Dr,true,O(n log n),O(n),false,99-522-1735
Estonian,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Ms,true,O(n log n),O(n),false,26-539-3065
Punjabi,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Honorable,false,O(n log n),O(n),true,78-396-3868
Greek,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mr,true,O(n log n),O(n),true,82-974-7978
Croatian,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Ms,false,O(n log n),O(n),true,63-024-5948
Danish,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Ms,true,O(n log n),O(n),false,80-911-4573
Georgian,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Honorable,true,O(n log n),O(n),true,73-665-5746
Tajik,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Rev,true,O(n log n),O(n),false,38-729-9833
Khmer,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Honorable,true,O(n log n),O(n),true,21-429-8090
Italian,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Rev,true,O(n log n),O(n),true,32-621-4984
Amharic,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Rev,false,O(n log n),O(n),true,34-826-8464
Swati,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Ms,false,O(n log n),O(n),false,89-085-3849
Norwegian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Honorable,false,O(n log n),O(n),true,33-636-8598
German,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Honorable,false,O(n log n),O(n),false,44-610-4697
Irish Gaelic,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,true,O(n log n),O(n),false,81-441-9475
Swedish,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Mr,true,O(n log n),O(n),false,10-431-7448
Albanian,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Rev,true,O(n log n),O(n),true,80-672-7281
Portuguese,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Mr,true,O(n log n),O(n),true,39-746-2615
Finnish,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Ms,false,O(n log n),O(n),true,15-906-7312
Malayalam,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Mr,true,O(n log n),O(n),true,08-308-2468
Pashto,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Rev,true,O(n log n),O(n),false,32-284-0783
Azeri,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Dr,false,O(n log n),O(n),true,23-982-6027
Mongolian,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Ms,false,O(n log n),O(n),false,89-893-5224
Amharic,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Dr,false,O(n log n),O(n),true,80-592-2519
Belarusian,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Rev,false,O(n log n),O(n),true,29-642-8345
Tajik,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Rev,false,O(n log n),O(n),true,79-125-0972
West Frisian,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Ms,false,O(n log n),O(n),true,38-204-1989
Filipino,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,true,O(n log n),O(n),true,98-649-6612
Ndebele,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Dr,false,O(n log n),O(n),false,12-427-4319
Ndebele,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Dr,false,O(n log n),O(n),true,75-945-4448
Gagauz,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mrs,true,O(n log n),O(n),true,24-923-3092
Haitian Creole,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Ms,false,O(n log n),O(n),true,69-653-5006
Northern Sotho,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mr,false,O(n log n),O(n),false,55-642-2245
Ndebele,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mr,true,O(n log n),O(n),true,85-118-4783
Polish,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mrs,false,O(n log n),O(n),false,60-577-5901
Danish,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Rev,true,O(n log n),O(n),true,36-181-3272
Czech,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Honorable,true,O(n log n),O(n),false,23-647-5625
Swedish,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Ms,false,O(n log n),O(n),false,88-200-1612
Swati,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Rev,true,O(n log n),O(n),false,25-908-9096
English,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,true,O(n log n),O(n),true,30-341-1343
Latvian,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Rev,false,O(n log n),O(n),true,34-549-9672
Khmer,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Mrs,true,O(n log n),O(n),true,04-071-9351
Persian,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Ms,true,O(n log n),O(n),false,09-171-6109
Malayalam,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Dr,false,O(n log n),O(n),false,85-724-5994
Gagauz,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Ms,false,O(n log n),O(n),false,14-579-7283
Norwegian,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Dr,true,O(n log n),O(n),false,61-236-7927
Swedish,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Honorable,true,O(n log n),O(n),false,16-608-7274
Belarusian,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Honorable,false,O(n log n),O(n),true,54-946-2282
Luxembourgish,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Mr,true,O(n log n),O(n),false,73-500-5692
Albanian,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Rev,false,O(n log n),O(n),false,72-174-8221
Bengali,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,false,O(n log n),O(n),true,59-690-4891
Bengali,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Honorable,true,O(n log n),O(n),true,11-491-1825
Romanian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Ms,false,O(n log n),O(n),true,47-247-7129
Pashto,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Ms,false,O(n log n),O(n),false,52-957-4363
Maltese,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Honorable,true,O(n log n),O(n),true,74-120-0523
Korean,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mr,false,O(n log n),O(n),true,62-729-4406
Kurdish,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Mr,false,O(n log n),O(n),false,18-260-0861
Kazakh,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Honorable,false,O(n log n),O(n),false,37-279-4355
Assamese,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Dr,false,O(n log n),O(n),false,52-434-6055
Latvian,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Honorable,true,O(n log n),O(n),true,02-518-7706
Tok Pisin,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Mrs,false,O(n log n),O(n),true,32-241-8596
Haitian Creole,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Ms,true,O(n log n),O(n),true,88-288-6701
Kurdish,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Ms,false,O(n log n),O(n),true,92-945-5865
Papiamento,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Ms,true,O(n log n),O(n),false,03-580-1486
Czech,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mrs,false,O(n log n),O(n),true,41-555-6680
Bislama,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Rev,false,O(n log n),O(n),true,43-296-4582
Bislama,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Rev,true,O(n log n),O(n),false,56-349-6203
Quechua,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Ms,false,O(n log n),O(n),false,24-920-4076
Fijian,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Honorable,true,O(n log n),O(n),true,77-868-1982
Malayalam,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Rev,false,O(n log n),O(n),true,08-737-8040
Swahili,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Mr,true,O(n log n),O(n),true,81-426-0521
