feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Kashmiri,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Mr,false,O(n log n),O(n),false,65-842-0662
Italian,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,false,O(n log n),O(n),true,33-673-7986
Kashmiri,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Dr,true,O(n log n),O(n),true,99-176-1174
Malayalam,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Honorable,false,O(n log n),O(n),true,38-449-6462
Indonesian,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Rev,false,O(n log n),O(n),false,68-020-4002
Tajik,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Honorable,true,O(n log n),O(n),false,01-390-2302
Kyrgyz,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Ms,false,O(n log n),O(n),false,90-706-6556
Swahili,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Honorable,true,O(n log n),O(n),true,36-336-1158
Punjabi,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Honorable,false,O(n log n),O(n),false,22-940-2423
Ndebele,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mr,false,O(n log n),O(n),false,39-675-5533
Thai,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Ms,false,O(n log n),O(n),false,14-386-5364
Lao,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Mr,false,O(n log n),O(n),true,33-648-4006
Punjabi,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mr,true,O(n log n),O(n),true,18-809-6600
Georgian,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mrs,true,O(n log n),O(n),false,39-093-0476
Malagasy,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Honorable,true,O(n log n),O(n),false,90-766-5745
Japanese,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mrs,true,O(n log n),O(n),true,77-042-0871
Tajik,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,true,O(n log n),O(n),false,34-936-6478
French,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mr,false,O(n log n),O(n),true,83-686-6860
Armenian,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Ms,false,O(n log n),O(n),true,69-050-3098
Tetum,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Dr,true,O(n log n),O(n),false,89-289-7854
Nepali,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Honorable,true,O(n log n),O(n),true,22-119-3075
Icelandic,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,false,O(n log n),O(n),false,44-474-5660
Marathi,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Dr,true,O(n log n),O(n),false,29-724-0705
Filipino,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mrs,false,O(n log n),O(n),true,48-886-8377
Hiri Motu,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Ms,true,O(n log n),O(n),false,58-332-5712
Northern Sotho,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Rev,true,O(n log n),O(n),true,07-143-5015
Nepali,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Honorable,true,O(n log n),O(n),false,75-248-9716
Bosnian,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Dr,true,O(n log n),O(n),true,67-361-4777
Bulgarian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Honorable,true,O(n log n),O(n),false,63-889-7146
Czech,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Ms,false,O(n log n),O(n),true,34-868-2274
Bengali,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Rev,false,O(n log n),O(n),true,48-903-8180
New Zealand Sign Language,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Rev,false,O(n log n),O(n),true,74-177-0236
Fijian,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Rev,true,O(n log n),O(n),false,90-417-4463
Thai,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Ms,false,O(n log n),O(n),false,46-823-8730
Sotho,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Honorable,false,O(n log n),O(n),false,10-230-7356
Pashto,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Mr,true,O(n log n),O(n),true,87-226-2023
Chinese,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Dr,false,O(n log n),O(n),false,31-537-6778
Georgian,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mr,true,O(n log n),O(n),true,87-220-6366
Marathi,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Ms,true,O(n log n),O(n),false,59-037-4277
Northern Sotho,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Rev,false,O(n log n),O(n),true,47-459-3658
Tamil,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Mr,true,O(n log n),O(n),true,18-953-0549
New Zealand Sign Language,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mrs,false,O(n log n),O(n),true,45-906-2366
Indonesian,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Ms,true,O(n log n),O(n),true,90-810-5190
Hungarian,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Ms,true,O(n log n),O(n),true,70-815-0803
Korean,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Mr,true,O(n log n),O(n),true,35-888-9988
Macedonian,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mr,true,O(n log n),O(n),true,36-982-7087
Icelandic,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Mrs,false,O(n log n),O(n),false,73-220-8559
Nepali,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Dr,false,O(n log n),O(n),false,93-835-1393
Gagauz,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Honorable,true,O(n log n),O(n),false,39-129-8060
Arabic,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Honorable,true,O(n log n),O(n),false,40-887-4314
Sotho,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mr,false,O(n log n),O(n),false,59-057-6805
Ndebele,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Dr,true,O(n log n),O(n),true,08-515-8407
Malay,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Rev,true,O(n log n),O(n),true,29-494-8334
Tok Pisin,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Ms,true,O(n log n),O(n),false,77-326-8376
Malayalam,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Dr,true,O(n log n),O(n),true,62-118-2642
Assamese,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Mrs,false,O(n log n),O(n),false,56-212-0629
Bulgarian,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,false,O(n log n),O(n),false,52-351-9160
Gagauz,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Ms,true,O(n log n),O(n),false,16-469-8707
Swati,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mrs,true,O(n log n),O(n),true,05-756-8367
Tajik,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Mrs,true,O(n log n),O(n),true,61-195-2271
Malagasy,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Honorable,true,O(n log n),O(n),false,27-714-9981
Marathi,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Ms,true,O(n log n),O(n),true,30-378-0347
Oriya,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Mr,false,O(n log n),O(n),false,98-089-9833
Hebrew,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,false,O(n log n),O(n),false,53-216-7293
English,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Ms,true,O(n log n),O(n),true,21-925-7091
Finnish,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Dr,false,O(n log n),O(n),true,05-933-8744
Korean,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Mrs,true,O(n log n),O(n),false,36-848-7866
German,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,false,O(n log n),O(n),true,41-534-2885
Filipino,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Ms,true,O(n log n),O(n),true,92-708-7845
Armenian,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Dr,true,O(n log n),O(n),true,30-161-2237
Greek,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Honorable,false,O(n log n),O(n),false,79-778-2652
Bosnian,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mrs,false,O(n log n),O(n),false,80-930-8388
Dutch,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Mrs,false,O(n log n),O(n),true,79-018-4135
Czech,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Honorable,true,O(n log n),O(n),false,29-700-2589
French,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Ms,false,O(n log n),O(n),true,54-991-8928
Papiamento,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Rev,false,O(n log n),O(n),false,34-123-0789
Malay,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Dr,true,O(n log n),O(n),false,82-335-7307
Kannada,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Ms,true,O(n log n),O(n),false,51-019-0174
Filipino,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Dr,false,O(n log n),O(n),true,86-609-0062
Danish,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Dr,false,O(n log n),O(n),true,69-726-1428
Aymara,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mr,true,O(n log n),O(n),false,32-447-1752
Afrikaans,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mr,true,O(n log n),O(n),false,68-069-9854
Guaraní,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mr,false,O(n log n),O(n),false,72-507-2216
Dzongkha,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Dr,true,O(n log n),O(n),false,94-669-3397
Tok Pisin,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Honorable,false,O(n log n),O(n),false,12-125-9716
Tamil,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Mrs,true,O(n log n),O(n),true,94-254-1798
Azeri,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Honorable,true,O(n log n),O(n),false,97-993-7231
Sotho,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Honorable,false,O(n log n),O(n),false,61-032-3660
Kashmiri,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Mrs,false,O(n log n),O(n),false,42-915-2757
Sotho,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Mr,false,O(n log n),O(n),true,11-499-1654
Albanian,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Honorable,true,O(n log n),O(n),false,26-612-9812
Mongolian,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Mrs,false,O(n log n),O(n),true,60-328-2840
Nepali,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Honorable,true,O(n log n),O(n),true,63-062-8459
New Zealand Sign Language,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Mr,false,O(n log n),O(n),true,91-519-8608
Māori,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mr,false,O(n log n),O(n),true,78-375-2378
Nepali,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Mr,true,O(n log n),O(n),true,98-653-4835
Hiri Motu,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Ms,true,O(n log n),O(n),true,55-219-7176
Swedish,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Dr,false,O(n log n),O(n),true,96-498-9189
Bislama,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,true,O(n log n),O(n),true,27-585-3778
Persian,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Rev,true,O(n log n),O(n),false,75-735-8185
Romanian,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Mrs,true,O(n log n),O(n),false,32-096-2246
Bulgarian,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Mrs,true,O(n log n),O(n),false,27-909-5081
Aymara,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,false,O(n log n),O(n),false,81-368-0007
New Zealand Sign Language,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Honorable,true,O(n log n),O(n),false,29-657-9242
Macedonian,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Mr,true,O(n log n),O(n),true,33-257-4836
Latvian,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mrs,true,O(n log n),O(n),true,22-425-2924
Icelandic,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Ms,false,O(n log n),O(n),false,10-419-1604
Tswana,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Honorable,true,O(n log n),O(n),false,98-563-5452
Swati,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Honorable,false,O(n log n),O(n),false,61-102-6208
Dhivehi,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Rev,false,O(n log n),O(n),false,55-247-2761
Maltese,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Honorable,false,O(n log n),O(n),true,75-573-9154
Kashmiri,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Mr,true,O(n log n),O(n),true,52-927-6488
Northern Sotho,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mr,false,O(n log n),O(n),false,63-651-1929
Croatian,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Rev,false,O(n log n),O(n),false,55-698-7660
Zulu,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Ms,true,O(n log n),O(n),true,30-901-1885
Thai,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Mrs,true,O(n log n),O(n),true,86-415-8820
Romanian,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mrs,true,O(n log n),O(n),false,92-377-8893
Aymara,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,true,O(n log n),O(n),false,22-249-6846
Spanish,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Dr,false,O(n log n),O(n),false,50-756-2283
Dzongkha,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Rev,false,O(n log n),O(n),false,00-764-8345
Armenian,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Honorable,true,O(n log n),O(n),false,85-004-2469
Croatian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Ms,false,O(n log n),O(n),true,18-345-3814
Assamese,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Mr,true,O(n log n),O(n),false,49-948-6903
Pashto,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Rev,true,O(n log n),O(n),false,07-603-9446
Bosnian,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Dr,true,O(n log n),O(n),true,20-033-8252
Assamese,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Ms,false,O(n log n),O(n),true,53-555-6460
Luxembourgish,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,true,O(n log n),O(n),false,84-114-2271
Papiamento,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Dr,false,O(n log n),O(n),true,14-471-7020
Ndebele,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Dr,true,O(n log n),O(n),true,25-126-0636
Latvian,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,false,O(n log n),O(n),false,41-031-4028
Dzongkha,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Mrs,true,O(n log n),O(n),true,90-971-7594
Aymara,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Rev,true,O(n log n),O(n),false,16-093-8501
Maltese,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Dr,true,O(n log n),O(n),true,44-480-4253
Azeri,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,true,O(n log n),O(n),false,21-125-9569
Nepali,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Mr,true,O(n log n),O(n),true,50-278-4155
Greek,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Rev,true,O(n log n),O(n),false,64-709-3908
Lao,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Dr,false,O(n log n),O(n),false,91-876-0730
Polish,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Mr,true,O(n log n),O(n),false,29-635-3607
West Frisian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Mrs,true,O(n log n),O(n),false,75-698-4466
Czech,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Mr,true,O(n log n),O(n),true,03-564-5946
Italian,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Mrs,false,O(n log n),O(n),false,71-267-2859
Hiri Motu,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Ms,true,O(n log n),O(n),true,47-679-5660
Irish Gaelic,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Mr,true,O(n log n),O(n),false,56-088-3177
Moldovan,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,true,O(n log n),O(n),true,10-060-2998
Bosnian,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Ms,false,O(n log n),O(n),false,28-447-2871
Gagauz,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Dr,false,O(n log n),O(n),true,44-198-9577
Assamese,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Mrs,true,O(n log n),O(n),true,38-105-0062
Danish,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mrs,true,O(n log n),O(n),true,77-179-6747
Punjabi,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Dr,false,O(n log n),O(n),false,45-091-8874
Mongolian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Mrs,true,O(n log n),O(n),false,18-939-7047
Punjabi,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Mr,false,O(n log n),O(n),false,27-214-8328
Chinese,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Rev,true,O(n log n),O(n),false,26-280-8090
Amharic,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Honorable,false,O(n log n),O(n),false,19-168-7825
Malay,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Honorable,false,O(n log n),O(n),true,40-741-0602
Burmese,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Mr,false,O(n log n),O(n),true,54-655-0462
Lao,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Honorable,false,O(n log n),O(n),true,96-917-6984
Sotho,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Honorable,true,O(n log n),O(n),true,48-074-3251
French,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Honorable,true,O(n log n),O(n),true,05-088-1234
Dzongkha,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Ms,false,O(n log n),O(n),true,32-748-1898
Azeri,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mr,true,O(n log n),O(n),true,09-469-2433
New Zealand Sign Language,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,false,O(n log n),O(n),true,50-922-6408
Pashto,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Honorable,true,O(n log n),O(n),false,53-569-1629
Marathi,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Honorable,false,O(n log n),O(n),false,29-041-1729
Icelandic,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Ms,false,O(n log n),O(n),true,16-723-9892
Hebrew,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Ms,true,O(n log n),O(n),false,87-359-5701
Punjabi,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mrs,true,O(n log n),O(n),false,88-455-3305
Bislama,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Mrs,false,O(n log n),O(n),true,37-795-8725
Romanian,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Rev,false,O(n log n),O(n),false,72-927-6621
Macedonian,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Rev,false,O(n log n),O(n),true,79-183-5847
Northern Sotho,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Dr,true,O(n log n),O(n),false,00-179-6512
Kannada,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Ms,false,O(n log n),O(n),false,62-970-4572
Malagasy,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Ms,false,O(n log n),O(n),true,55-831-2942
Kurdish,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Mr,false,O(n log n),O(n),true,22-492-9556
Swati,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Ms,true,O(n log n),O(n),false,37-890-3913
Irish Gaelic,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mrs,true,O(n log n),O(n),false,48-273-8208
Tajik,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Honorable,true,O(n log n),O(n),true,32-674-4355
Haitian Creole,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Honorable,true,O(n log n),O(n),true,62-149-5365
Latvian,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Ms,false,O(n log n),O(n),false,47-763-9885
Fijian,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Honorable,true,O(n log n),O(n),true,01-433-4984
Sotho,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Honorable,true,O(n log n),O(n),false,89-325-9314
Swedish,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mr,false,O(n log n),O(n),false,23-194-1012
Polish,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Mr,true,O(n log n),O(n),false,58-690-8448
Chinese,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Mrs,false,O(n log n),O(n),false,49-046-6965
Malay,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Ms,true,O(n log n),O(n),true,02-825-4547
Kashmiri,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Dr,true,O(n log n),O(n),true,92-205-0822
Hungarian,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Mrs,false,O(n log n),O(n),true,53-412-3887
Kazakh,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mr,true,O(n log n),O(n),true,52-528-6875
Chinese,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Honorable,false,O(n log n),O(n),false,65-953-1179
Bulgarian,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Rev,false,O(n log n),O(n),true,77-938-5937
Afrikaans,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Dr,true,O(n log n),O(n),true,80-207-9807
Tswana,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Dr,false,O(n log n),O(n),false,54-274-0019
